listing_id,neighborhood,room_type,stay_nights
10244,Manhattan,Private room,1.11
68511,Bronx,Entire home,4.98
57885,Queens,Entire home,4.18
73636,Bronx,Shared room,1.86
71986,Brooklyn,Private room,3.26
85813,Queens,Entire home,1.92
4183,Manhattan,Entire home,5.41
26796,Bronx,Entire home,5.43
50788,Manhattan,Private room,3.54
90401,Manhattan,Shared room,1
86018,Bronx,Entire home,5.93
40950,Manhattan,Entire home,3.79
29527,Manhattan,Entire home,2.1
83261,Brooklyn,Private room,7.22
59705,Bronx,Entire home,6.17
33991,Queens,Entire home,3.93
30375,Bronx,Shared room,3.51
41171,Brooklyn,Private room,3.46
79076,Staten Island,Entire home,6.29
32435,Staten Island,Entire home,1.42
65973,Queens,Entire home,7.34
35731,Staten Island,Entire home,4.19
56155,Manhattan,Entire home,1.28
1761,Brooklyn,Entire home,4.98
83369,Staten Island,Entire home,9.77
99565,Staten Island,Private room,5.84
5777,Brooklyn,Private room,5.59
37793,Queens,Private room,5.56
73444,Queens,Entire home,2.78
65691,Staten Island,Entire home,6.26
44672,Queens,Private room,7.34
85144,Manhattan,Private room,1.71
53473,Queens,Entire home,4.85
24421,Bronx,Private room,2.31
4783,Staten Island,Private room,2.2
80767,Queens,Private room,8.55
90081,Queens,Entire home,5.19
61594,Queens,Private room,2.3
69294,Queens,Entire home,7.96
12596,Manhattan,Entire home,7.07
73731,Manhattan,Private room,4.44
38969,Brooklyn,Shared room,3.02
75364,Queens,Entire home,3.28
23053,Staten Island,Private room,3.74
85179,Bronx,Entire home,2.55
73957,Bronx,Private room,2.86
2333,Manhattan,Private room,4.72
72069,Manhattan,Entire home,4.15
72922,Manhattan,Private room,3.15
97224,Staten Island,Entire home,4.14
31733,Manhattan,Private room,7.29
30406,Staten Island,Private room,4.3
15396,Staten Island,Entire home,4.15
96389,Queens,Entire home,3.41
72350,Staten Island,Entire home,4.72
90602,Manhattan,Entire home,1
80317,Bronx,Private room,3.7
1312,Brooklyn,Private room,4.11
16523,Queens,Private room,1.33
84827,Brooklyn,Entire home,5.23
30614,Bronx,Private room,4.77
89283,Bronx,Private room,3.46
31881,Queens,Private room,4.11
98256,Brooklyn,Private room,1
37028,Manhattan,Entire home,5.3
84445,Bronx,Entire home,2.52
32624,Bronx,Private room,2.29
12179,Bronx,Private room,5.71
52205,Staten Island,Entire home,2.62
79636,Brooklyn,Private room,3.99
19427,Brooklyn,Private room,4.19
50896,Manhattan,Private room,5.35
71780,Brooklyn,Private room,3.85
35153,Brooklyn,Entire home,1
37502,Manhattan,Private room,4.9
19125,Queens,Private room,3.04
3116,Staten Island,Entire home,4.32
7849,Brooklyn,Entire home,1
15072,Queens,Entire home,3.79
27000,Bronx,Entire home,1
63803,Staten Island,Private room,4.44
26234,Brooklyn,Entire home,1
29356,Manhattan,Private room,3.7
53815,Bronx,Entire home,5.66
84833,Bronx,Private room,3.36
65648,Staten Island,Entire home,2.98
45403,Staten Island,Shared room,3.52
4516,Bronx,Shared room,2.12
12654,Manhattan,Private room,3.69
36440,Brooklyn,Private room,2.2
42625,Queens,Entire home,5.42
62586,Bronx,Entire home,2.18
92988,Queens,Private room,3.89
97442,Queens,Entire home,1.57
44073,Queens,Entire home,5.55
59941,Queens,Entire home,7.03
29541,Bronx,Entire home,3.48
27367,Staten Island,Entire home,6.15
34755,Queens,Private room,3.78
22935,Queens,Entire home,4.26
40737,Staten Island,Entire home,6.85
87138,Bronx,Entire home,6.03
38050,Staten Island,Entire home,1.67
86357,Brooklyn,Private room,1
88375,Bronx,Private room,6.84
89062,Manhattan,Shared room,1.94
15851,Staten Island,Private room,2.27
7603,Manhattan,Private room,4.14
13346,Bronx,Shared room,2.71
95742,Staten Island,Entire home,9.08
13377,Queens,Entire home,4.47
20758,Bronx,Private room,4.48
61805,Bronx,Entire home,5.26
54268,Staten Island,Entire home,5.54
35781,Queens,Private room,1.32
88318,Bronx,Entire home,7.3
14233,Staten Island,Entire home,6.29
40813,Bronx,Private room,1
12595,Brooklyn,Private room,4.37
21319,Queens,Private room,1.7
23861,Queens,Entire home,4.81
72314,Manhattan,Private room,3.04
50616,Bronx,Shared room,1.04
82071,Queens,Entire home,5.08
13562,Queens,Entire home,5.2
39545,Queens,Entire home,4.36
51179,Staten Island,Private room,3.63
56994,Bronx,Shared room,1.47
9206,Bronx,Entire home,5.01
3243,Queens,Entire home,5.15
25988,Staten Island,Entire home,7.2
10998,Bronx,Entire home,1.81
9334,Bronx,Entire home,1
88567,Brooklyn,Private room,2.95
99587,Staten Island,Entire home,1.04
48728,Staten Island,Private room,3.48
56255,Staten Island,Shared room,3.64
15326,Staten Island,Private room,3.0
65227,Brooklyn,Entire home,2.78
92438,Staten Island,Entire home,7.0
55154,Staten Island,Entire home,3.15
6997,Bronx,Entire home,3.55
48030,Queens,Entire home,3.53
37607,Queens,Entire home,1.9
6751,Queens,Shared room,4.03
84512,Bronx,Private room,1
69554,Manhattan,Entire home,2.35
63721,Brooklyn,Entire home,3.08
55530,Staten Island,Entire home,3.39
11166,Manhattan,Entire home,1
91377,Manhattan,Entire home,1.09
2376,Queens,Shared room,2.74
79763,Brooklyn,Entire home,4.45
52427,Brooklyn,Shared room,1
70533,Manhattan,Entire home,2.79
9835,Bronx,Entire home,6.86
18021,Staten Island,Entire home,2.14
31256,Manhattan,Private room,3.87
42845,Staten Island,Entire home,5.95
41600,Bronx,Shared room,3.37
28956,Manhattan,Entire home,4.96
54057,Staten Island,Private room,4.59
15833,Brooklyn,Private room,2.05
30940,Manhattan,Entire home,6.48
5737,Staten Island,Entire home,7.64
39385,Bronx,Entire home,6.1
98500,Manhattan,Entire home,3.44
89785,Brooklyn,Entire home,5.37
30885,Manhattan,Shared room,1
20326,Bronx,Private room,4.25
40471,Staten Island,Entire home,7.25
20666,Brooklyn,Private room,1.63
35973,Brooklyn,Private room,5.94
74918,Manhattan,Entire home,8.71
8359,Brooklyn,Private room,3.41
45345,Staten Island,Private room,6.15
22227,Brooklyn,Entire home,8.44
87684,Brooklyn,Private room,6.42
63769,Bronx,Entire home,4.01
78850,Brooklyn,Entire home,1
55991,Bronx,Shared room,1
88883,Manhattan,Entire home,2.36
78431,Bronx,Entire home,5.5
87687,Staten Island,Private room,4.46
84038,Staten Island,Private room,4.29
5777,Bronx,Entire home,7.82
54661,Queens,Shared room,2.21
42630,Staten Island,Entire home,5.22
76315,Brooklyn,Entire home,4.57
20289,Manhattan,Entire home,3.56
98682,Queens,Entire home,3.05
81498,Queens,Entire home,1
83568,Brooklyn,Private room,1.46
55644,Bronx,Entire home,1
34443,Bronx,Private room,2.74
41340,Queens,Shared room,2.93
39400,Queens,Entire home,6.17
21319,Brooklyn,Private room,2.59
14620,Queens,Private room,1
65397,Manhattan,Entire home,4.39
30529,Brooklyn,Private room,3.01
63303,Queens,Shared room,1
54637,Queens,Entire home,5.54
38355,Staten Island,Entire home,2.93
66535,Manhattan,Private room,3.21
56539,Staten Island,Entire home,1
59329,Queens,Private room,1
27335,Brooklyn,Private room,5.97
60655,Manhattan,Entire home,7.6
52195,Manhattan,Private room,3.09
16090,Brooklyn,Entire home,4.98
90243,Bronx,Shared room,1.48
58455,Bronx,Entire home,10.31
60261,Bronx,Private room,3.83
95923,Queens,Private room,3.7
17320,Manhattan,Entire home,1
87403,Bronx,Entire home,6.63
9395,Manhattan,Private room,1
5926,Queens,Private room,5.49
58808,Brooklyn,Entire home,4.89
65995,Bronx,Entire home,8.79
38404,Manhattan,Private room,4.42
71964,Bronx,Private room,5.61
77096,Staten Island,Entire home,5.87
63973,Manhattan,Private room,1
72552,Manhattan,Entire home,3.16
28063,Staten Island,Entire home,2.69
41573,Manhattan,Private room,1.41
52638,Queens,Private room,6.51
54628,Manhattan,Entire home,8.49
97974,Staten Island,Private room,5.85
57469,Staten Island,Entire home,2.78
68729,Staten Island,Private room,3.36
28545,Staten Island,Entire home,3.17
37831,Brooklyn,Entire home,7.47
33800,Queens,Entire home,5.83
20136,Staten Island,Entire home,5.41
62478,Brooklyn,Private room,6.87
38779,Queens,Entire home,1
29107,Manhattan,Entire home,5.21
78524,Manhattan,Entire home,5.0
67482,Brooklyn,Shared room,6.4
52352,Bronx,Private room,4.25
81429,Brooklyn,Private room,3.27
5600,Manhattan,Entire home,4.8
77272,Staten Island,Entire home,7.56
61911,Bronx,Entire home,7.76
57541,Bronx,Entire home,1
85478,Staten Island,Entire home,4.56
15413,Brooklyn,Private room,4.46
47697,Manhattan,Private room,4.0
12892,Manhattan,Entire home,2.76
39914,Bronx,Entire home,7.75
43097,Manhattan,Private room,1
32710,Brooklyn,Private room,2.79
82689,Staten Island,Entire home,8.55
68614,Manhattan,Private room,3.49
57742,Queens,Entire home,6.88
67599,Queens,Private room,3.83
37683,Bronx,Private room,4.93
82530,Brooklyn,Private room,4.64
74653,Queens,Private room,4.67
38740,Queens,Entire home,1.77
15726,Bronx,Entire home,1
47250,Queens,Private room,2.91
88611,Staten Island,Entire home,10.2
18040,Manhattan,Entire home,5.67
83349,Manhattan,Private room,3.93
60838,Queens,Private room,3.26
16677,Manhattan,Entire home,3.37
61332,Staten Island,Entire home,2.81
84653,Brooklyn,Private room,2.83
10448,Manhattan,Entire home,6.52
20504,Queens,Private room,1
76883,Brooklyn,Entire home,3.29
44445,Bronx,Shared room,2.7
17154,Staten Island,Shared room,4.42
80714,Bronx,Shared room,2.27
46296,Brooklyn,Entire home,2.26
16922,Queens,Shared room,1
83710,Staten Island,Private room,2.79
83404,Queens,Private room,1
22964,Staten Island,Entire home,10.05
94357,Staten Island,Entire home,3.16
21434,Staten Island,Entire home,4.65
38720,Bronx,Private room,4.75
48479,Queens,Entire home,9.41
7560,Manhattan,Entire home,2.88
24607,Brooklyn,Entire home,6.08
15455,Brooklyn,Shared room,1.76
88771,Bronx,Entire home,2.73
83257,Queens,Entire home,5.73
20793,Staten Island,Shared room,3.04
9154,Queens,Entire home,3.7
29195,Queens,Entire home,6.91
19953,Manhattan,Entire home,12.99
53408,Queens,Entire home,8.92
2417,Queens,Entire home,6.9
13359,Manhattan,Private room,4.67
56587,Bronx,Private room,3.09
42694,Queens,Entire home,7.13
39057,Brooklyn,Entire home,5.66
59441,Queens,Private room,4.97
94727,Brooklyn,Private room,3.74
37270,Bronx,Shared room,2.5
70869,Queens,Entire home,3.93
34353,Manhattan,Private room,2.52
73114,Queens,Entire home,6.88
3784,Bronx,Private room,2.83
84873,Staten Island,Private room,1.84
38021,Brooklyn,Shared room,2.81
73747,Queens,Entire home,5.06
53771,Queens,Entire home,10.15
23441,Manhattan,Private room,1
86817,Queens,Private room,5.05
85943,Manhattan,Shared room,1
4642,Staten Island,Private room,3.54
28759,Manhattan,Private room,3.41
10608,Bronx,Private room,1
62960,Queens,Shared room,1
21450,Bronx,Entire home,12.15
38571,Staten Island,Entire home,2.34
54046,Queens,Entire home,9.18
33406,Queens,Entire home,4.45
62011,Staten Island,Entire home,2.9
31650,Bronx,Entire home,8.44
25832,Manhattan,Private room,3.33
59628,Queens,Entire home,1
37197,Staten Island,Entire home,4.0
16587,Manhattan,Private room,7.12
92834,Queens,Private room,3.64
92444,Manhattan,Shared room,3.11
15935,Bronx,Entire home,6.88
82962,Queens,Private room,4.67
62431,Brooklyn,Private room,4.92
39825,Queens,Entire home,4.51
70326,Staten Island,Shared room,3.17
49889,Bronx,Entire home,5.28
37600,Queens,Shared room,4.3
89077,Bronx,Private room,7.56
16735,Queens,Private room,2.83
44062,Brooklyn,Private room,3.99
49698,Brooklyn,Private room,4.8
12303,Manhattan,Entire home,1
48509,Manhattan,Entire home,11.21
3517,Bronx,Private room,5.59
88151,Bronx,Entire home,4.57
28073,Brooklyn,Entire home,7.88
70441,Brooklyn,Entire home,3.7
24994,Brooklyn,Entire home,4.28
82769,Queens,Entire home,4.75
58552,Brooklyn,Entire home,4.53
55071,Manhattan,Entire home,2.81
35710,Manhattan,Entire home,1
90869,Queens,Entire home,4.26
43588,Queens,Entire home,1.49
85048,Brooklyn,Private room,2.58
93184,Bronx,Entire home,5.9
5450,Brooklyn,Private room,1.06
6016,Queens,Shared room,1.64
21875,Staten Island,Private room,3.42
55436,Brooklyn,Entire home,7.73
93132,Staten Island,Entire home,3.5
68022,Brooklyn,Private room,2.61
41551,Queens,Private room,3.36
33606,Manhattan,Shared room,2.58
51337,Bronx,Private room,5.93
21088,Bronx,Entire home,7.02
6005,Brooklyn,Shared room,5.12
82971,Bronx,Private room,1
56820,Brooklyn,Entire home,10.26
6797,Staten Island,Entire home,5.11
67382,Staten Island,Entire home,10.09
49924,Queens,Private room,2.65
11272,Brooklyn,Shared room,3.15
12784,Bronx,Entire home,5.75
59881,Bronx,Private room,1.96
46534,Brooklyn,Private room,4.07
56483,Brooklyn,Shared room,3.84
71115,Staten Island,Private room,2.44
63670,Queens,Private room,1
77085,Manhattan,Private room,5.73
49666,Queens,Private room,1.48
35525,Queens,Private room,4.47
72826,Bronx,Entire home,4.34
33334,Manhattan,Entire home,4.49
24270,Queens,Private room,3.95
6681,Queens,Entire home,6.82
22360,Manhattan,Shared room,4.69
79268,Staten Island,Entire home,2.8
73786,Bronx,Entire home,2.21
90266,Manhattan,Shared room,1.28
17656,Brooklyn,Entire home,7.75
62509,Bronx,Private room,4.31
31406,Staten Island,Entire home,4.95
75924,Manhattan,Entire home,2.81
24258,Manhattan,Entire home,5.56
39844,Staten Island,Shared room,2.79
33623,Queens,Entire home,7.08
37447,Brooklyn,Entire home,5.92
89865,Brooklyn,Entire home,6.67
21330,Queens,Entire home,4.32
62165,Bronx,Entire home,6.21
64770,Queens,Private room,5.46
60956,Bronx,Private room,3.38
44364,Staten Island,Entire home,6.07
16790,Manhattan,Private room,1
59109,Brooklyn,Private room,4.12
24106,Bronx,Entire home,4.45
26672,Staten Island,Private room,4.48
48587,Queens,Private room,1.99
42166,Manhattan,Entire home,3.15
19930,Queens,Private room,7.2
21626,Staten Island,Entire home,5.19
82043,Staten Island,Private room,4.99
11769,Staten Island,Private room,3.45
74362,Bronx,Shared room,5.02
60093,Staten Island,Entire home,4.16
30720,Queens,Private room,1.66
91069,Queens,Private room,2.48
49371,Bronx,Entire home,7.62
40723,Queens,Entire home,1.66
92568,Bronx,Private room,3.98
82400,Staten Island,Shared room,2.98
8077,Staten Island,Private room,1.53
18470,Bronx,Private room,5.86
2557,Staten Island,Entire home,1
31327,Bronx,Private room,4.69
38814,Brooklyn,Entire home,5.28
82836,Bronx,Private room,1
96953,Bronx,Entire home,8.85
99264,Brooklyn,Entire home,4.91
31968,Manhattan,Private room,1.99
79300,Staten Island,Entire home,4.23
94306,Bronx,Entire home,6.57
2396,Queens,Private room,7.56
32343,Manhattan,Entire home,3.5
30936,Bronx,Private room,4.54
12681,Manhattan,Entire home,5.68
74453,Staten Island,Entire home,10.39
90252,Staten Island,Entire home,2.56
73148,Manhattan,Private room,4.69
90302,Staten Island,Entire home,5.28
12396,Brooklyn,Private room,2.26
23971,Brooklyn,Private room,1.95
69627,Bronx,Shared room,4.91
50017,Bronx,Entire home,4.97
91279,Manhattan,Shared room,4.5
93065,Staten Island,Private room,4.74
84429,Staten Island,Entire home,1
29430,Manhattan,Private room,6.57
86017,Queens,Entire home,6.63
61491,Bronx,Entire home,6.85
34487,Bronx,Private room,1
94036,Manhattan,Entire home,4.55
52311,Staten Island,Private room,4.0
10686,Brooklyn,Entire home,2.65
9655,Staten Island,Private room,1
96647,Brooklyn,Entire home,2.1
57320,Staten Island,Entire home,4.91
34865,Queens,Entire home,4.08
50222,Queens,Entire home,3.71
67210,Staten Island,Shared room,2.42
88355,Brooklyn,Entire home,3.87
64979,Brooklyn,Entire home,3.12
76107,Manhattan,Entire home,6.71
26453,Staten Island,Private room,2.15
20181,Manhattan,Shared room,1.38
95427,Manhattan,Private room,6.35
62101,Brooklyn,Shared room,2.96
12418,Manhattan,Shared room,1
41198,Queens,Entire home,3.15
40064,Bronx,Private room,1
36022,Brooklyn,Shared room,3.04
96988,Brooklyn,Private room,4.13
27399,Bronx,Shared room,1
17062,Brooklyn,Entire home,3.24
81665,Brooklyn,Entire home,2.12
2284,Brooklyn,Entire home,7.33
78182,Brooklyn,Entire home,2.43
22611,Queens,Private room,1.91
90268,Staten Island,Entire home,6.93
89303,Bronx,Entire home,4.88
12361,Staten Island,Shared room,2.47
79873,Brooklyn,Private room,3.67
11564,Bronx,Entire home,5.24
3409,Bronx,Private room,6.42
11781,Brooklyn,Entire home,6.18
10892,Staten Island,Shared room,1.63
22280,Staten Island,Private room,2.32
54267,Queens,Private room,1
8167,Brooklyn,Private room,2.6
15027,Bronx,Entire home,8.12
4993,Bronx,Entire home,7.1
35167,Bronx,Entire home,4.91
90787,Bronx,Private room,6.14
77056,Bronx,Private room,1
68690,Brooklyn,Private room,1
13067,Manhattan,Entire home,3.69
13662,Manhattan,Private room,2.38
52773,Bronx,Private room,4.36
89486,Staten Island,Entire home,4.05
60995,Manhattan,Shared room,2.65
4699,Bronx,Entire home,5.36
17967,Manhattan,Private room,2.87
56622,Bronx,Entire home,3.22
51733,Manhattan,Private room,5.84
54981,Manhattan,Private room,3.92
92962,Queens,Entire home,7.14
73952,Manhattan,Entire home,1
87216,Bronx,Entire home,1.88
84536,Bronx,Private room,2.85
43532,Manhattan,Entire home,6.43
62124,Queens,Shared room,4.13
13246,Queens,Entire home,4.33
76528,Queens,Private room,3.59
36655,Bronx,Entire home,4.49
51595,Manhattan,Entire home,5.28
65591,Brooklyn,Private room,2.73
51314,Bronx,Entire home,1.07
75853,Queens,Shared room,3.83
76791,Manhattan,Entire home,1
80633,Manhattan,Entire home,1.92
76826,Brooklyn,Private room,2.35
16158,Manhattan,Private room,2.67
9018,Staten Island,Entire home,7.26
68817,Manhattan,Private room,3.82
77365,Staten Island,Entire home,6.18
38994,Manhattan,Entire home,4.2
11561,Manhattan,Shared room,3.14
54393,Queens,Private room,2.98
42886,Bronx,Shared room,1
69831,Queens,Private room,6.87
54317,Bronx,Entire home,4.05
19896,Bronx,Private room,1.18
79205,Brooklyn,Entire home,7.3
93372,Bronx,Entire home,5.42
75808,Manhattan,Entire home,5.87
6280,Staten Island,Entire home,6.91
4690,Queens,Shared room,2.65
13451,Manhattan,Entire home,1.98
66641,Queens,Entire home,6.62
4103,Bronx,Private room,1.77
86102,Bronx,Entire home,4.5
88580,Brooklyn,Entire home,4.51
51060,Queens,Entire home,5.62
11716,Queens,Private room,3.35
42898,Manhattan,Private room,4.99
72839,Queens,Entire home,5.48
32395,Staten Island,Private room,5.46
53724,Bronx,Entire home,5.21
53524,Bronx,Shared room,6.16
67848,Manhattan,Private room,3.03
85843,Manhattan,Entire home,9.16
54524,Staten Island,Private room,5.81
38191,Bronx,Entire home,6.48
10440,Brooklyn,Entire home,6.79
38014,Manhattan,Shared room,1.84
97121,Staten Island,Private room,5.17
10357,Manhattan,Entire home,7.18
70790,Queens,Private room,2.61
73872,Brooklyn,Private room,4.47
28537,Brooklyn,Private room,3.65
22343,Bronx,Entire home,2.6
11958,Bronx,Entire home,6.81
88910,Queens,Private room,3.14
61043,Staten Island,Entire home,2.28
96704,Brooklyn,Private room,3.32
66139,Queens,Private room,3.92
85633,Brooklyn,Private room,5.77
13798,Brooklyn,Entire home,1.16
10100,Staten Island,Entire home,4.98
23368,Manhattan,Entire home,2.06
93270,Staten Island,Entire home,1
91821,Bronx,Private room,6.2
50829,Bronx,Entire home,2.5
46864,Staten Island,Private room,2.11
98020,Staten Island,Entire home,7.38
13130,Staten Island,Private room,5.33
38679,Staten Island,Entire home,1.6
86775,Bronx,Entire home,1
26546,Manhattan,Entire home,1.34
95069,Manhattan,Entire home,4.76
73710,Manhattan,Entire home,1.59
55441,Manhattan,Private room,4.68
20522,Brooklyn,Entire home,5.64
11453,Staten Island,Entire home,6.93
57163,Brooklyn,Entire home,5.8
50759,Bronx,Shared room,3.82
45833,Brooklyn,Entire home,8.65
77182,Brooklyn,Entire home,1.47
9700,Queens,Entire home,7.34
12496,Bronx,Private room,1.39
38175,Brooklyn,Entire home,1.52
40931,Manhattan,Private room,4.2
69862,Queens,Entire home,4.57
7606,Manhattan,Entire home,2.83
92796,Manhattan,Private room,4.65
7088,Staten Island,Private room,3.42
88444,Queens,Entire home,11.76
92067,Staten Island,Shared room,1.84
94130,Queens,Entire home,5.67
70824,Manhattan,Entire home,1.4
3468,Queens,Entire home,1
39815,Manhattan,Private room,7.15
47084,Queens,Entire home,4.01
3278,Bronx,Private room,6.5
55478,Bronx,Entire home,1
73695,Manhattan,Private room,2.45
26915,Queens,Private room,3.1
88779,Brooklyn,Private room,4.23
72346,Staten Island,Private room,3.44
58043,Queens,Entire home,1.23
97444,Queens,Shared room,1
63259,Manhattan,Shared room,3.54
58513,Bronx,Entire home,3.95
24263,Bronx,Entire home,6.24
64431,Brooklyn,Private room,2.59
83279,Manhattan,Shared room,1
92121,Manhattan,Private room,4.91
19968,Staten Island,Private room,3.02
81148,Bronx,Entire home,4.82
49785,Bronx,Private room,5.3
93920,Bronx,Private room,1
22080,Staten Island,Entire home,3.54
12778,Bronx,Entire home,1
18277,Staten Island,Entire home,7.49
23157,Brooklyn,Entire home,2.42
43756,Manhattan,Shared room,1.72
90191,Bronx,Private room,5.02
60554,Bronx,Entire home,4.9
14163,Brooklyn,Entire home,9.24
1954,Bronx,Private room,4.35
33924,Bronx,Entire home,5.63
75487,Brooklyn,Private room,3.17
8752,Queens,Private room,1.62
35509,Staten Island,Private room,2.24
96147,Staten Island,Private room,3.44
1997,Staten Island,Entire home,4.65
10025,Manhattan,Entire home,2.75
30392,Staten Island,Shared room,1.16
96995,Manhattan,Private room,6.2
25602,Queens,Entire home,7.83
28773,Bronx,Private room,3.38
12476,Brooklyn,Entire home,6.13
47673,Bronx,Entire home,8.91
53897,Staten Island,Private room,1
45932,Queens,Entire home,1.93
89022,Manhattan,Private room,1
89218,Manhattan,Private room,5.8
11744,Brooklyn,Private room,2.54
53861,Staten Island,Private room,4.67
30312,Manhattan,Private room,1.86
68710,Manhattan,Entire home,2.83
96858,Manhattan,Entire home,4.25
92051,Staten Island,Private room,3.57
75274,Staten Island,Entire home,6.73
35146,Bronx,Private room,2.97
92852,Queens,Shared room,2.86
75187,Brooklyn,Entire home,3.88
89986,Manhattan,Private room,7.28
1509,Bronx,Entire home,1
91486,Manhattan,Entire home,6.41
48233,Manhattan,Entire home,3.33
42050,Manhattan,Shared room,1.23
30152,Brooklyn,Entire home,1.04
43987,Bronx,Entire home,5.89
80288,Staten Island,Private room,4.15
32888,Brooklyn,Entire home,4.99
61979,Queens,Private room,4.65
49980,Bronx,Entire home,2.9
55653,Staten Island,Entire home,6.79
41108,Manhattan,Shared room,1.95
29370,Bronx,Private room,4.01
65401,Brooklyn,Entire home,3.06
57141,Manhattan,Entire home,10.52
52854,Bronx,Private room,1
52689,Staten Island,Entire home,6.42
99849,Staten Island,Shared room,2.34
66753,Manhattan,Private room,6.21
41010,Manhattan,Private room,2.04
49606,Bronx,Entire home,6.02
40279,Staten Island,Shared room,1.91
50842,Queens,Entire home,9.3
39621,Queens,Private room,2.78
90443,Queens,Entire home,3.36
61974,Queens,Shared room,2.83
92937,Queens,Private room,1.67
77580,Manhattan,Private room,3.78
72806,Manhattan,Private room,3.5
90446,Brooklyn,Entire home,4.91
24910,Queens,Private room,2.42
55582,Queens,Entire home,2.14
86527,Bronx,Shared room,2.46
85804,Staten Island,Entire home,3.07
41058,Bronx,Entire home,8.23
64389,Brooklyn,Entire home,3.61
12840,Staten Island,Private room,1.56
47137,Queens,Entire home,2.8
19275,Staten Island,Entire home,4.88
14457,Bronx,Entire home,4.35
8042,Queens,Private room,5.1
45563,Bronx,Private room,4.92
72475,Manhattan,Private room,3.07
68059,Brooklyn,Private room,1.79
11947,Manhattan,Private room,2.0
92096,Manhattan,Shared room,5.07
91911,Manhattan,Private room,2.28
56774,Staten Island,Entire home,1
94832,Brooklyn,Entire home,6.19
72913,Queens,Private room,4.83
45802,Queens,Private room,1
85851,Queens,Entire home,5.89
49525,Bronx,Private room,4.42
34495,Brooklyn,Entire home,7.15
9911,Bronx,Private room,6.33
31182,Queens,Private room,2.76
30507,Queens,Private room,5.26
2632,Manhattan,Private room,5.98
19176,Brooklyn,Private room,5.52
82044,Staten Island,Private room,2.38
85261,Staten Island,Shared room,2.37
37913,Manhattan,Private room,4.82
38574,Staten Island,Entire home,1
65187,Brooklyn,Private room,3.8
76233,Brooklyn,Entire home,6.94
10355,Staten Island,Entire home,7.05
90520,Bronx,Entire home,4.95
32493,Bronx,Private room,1
44137,Manhattan,Entire home,3.21
44535,Bronx,Entire home,12.06
83767,Manhattan,Shared room,4.82
91603,Queens,Entire home,2.16
65822,Manhattan,Entire home,8.93
59492,Queens,Shared room,4.77
50459,Queens,Private room,3.56
17562,Staten Island,Entire home,9.17
4683,Bronx,Private room,4.77
52770,Brooklyn,Private room,2.14
45291,Queens,Shared room,2.1
9927,Brooklyn,Private room,3.08
98054,Manhattan,Private room,4.17
78012,Manhattan,Private room,3.47
45998,Bronx,Private room,3.69
78060,Manhattan,Private room,1.19
35105,Brooklyn,Private room,4.59
22075,Queens,Entire home,4.25
41411,Brooklyn,Entire home,4.88
44557,Staten Island,Shared room,1.6
68917,Queens,Entire home,4.74
21587,Staten Island,Private room,2.12
40753,Queens,Private room,1.17
66704,Manhattan,Private room,2.04
18033,Bronx,Entire home,1.53
63229,Bronx,Entire home,11.87
99925,Bronx,Private room,4.92
43239,Bronx,Private room,6.12
24118,Manhattan,Entire home,9.81
71570,Staten Island,Entire home,1
22393,Queens,Entire home,5.02
96268,Manhattan,Entire home,1.25
48170,Staten Island,Private room,4.67
68848,Bronx,Entire home,3.45
27292,Staten Island,Entire home,5.42
59623,Queens,Entire home,5.38
37513,Bronx,Entire home,5.18
72326,Bronx,Entire home,9.56
93745,Manhattan,Private room,5.75
45692,Queens,Private room,5.55
49157,Manhattan,Private room,4.32
24713,Bronx,Entire home,1.99
2098,Brooklyn,Entire home,5.33
57614,Queens,Private room,1.13
20682,Staten Island,Entire home,5.73
6630,Brooklyn,Private room,4.74
59320,Queens,Private room,5.12
85736,Staten Island,Entire home,9.34
75149,Staten Island,Entire home,6.93
91295,Manhattan,Private room,4.21
66713,Brooklyn,Private room,2.82
22938,Brooklyn,Entire home,3.15
68072,Staten Island,Private room,2.93
74453,Queens,Private room,1.9
24005,Manhattan,Entire home,5.35
3520,Queens,Shared room,5.66
71544,Queens,Private room,2.2
71428,Bronx,Private room,6.21
67932,Manhattan,Entire home,3.6
35106,Brooklyn,Entire home,7.09
49410,Queens,Shared room,3.9
44853,Queens,Private room,4.11
67727,Staten Island,Private room,6.82
81504,Bronx,Entire home,1
54232,Bronx,Entire home,2.89
81237,Bronx,Entire home,2.49
63069,Queens,Private room,7.69
33551,Bronx,Entire home,4.79
66787,Queens,Shared room,1
39354,Brooklyn,Private room,2.59
55093,Bronx,Private room,4.65
32321,Staten Island,Private room,3.2
80294,Manhattan,Entire home,7.09
21257,Manhattan,Private room,3.84
68670,Bronx,Entire home,4.2
34079,Bronx,Private room,5.35
56204,Queens,Private room,6.39
77452,Queens,Entire home,3.39
6351,Manhattan,Entire home,1.08
37842,Queens,Entire home,2.95
33161,Brooklyn,Private room,4.26
65548,Manhattan,Private room,4.97
52894,Brooklyn,Private room,3.92
14708,Manhattan,Private room,3.44
84595,Bronx,Entire home,3.38
82924,Brooklyn,Entire home,3.4
82938,Staten Island,Private room,3.1
33921,Brooklyn,Private room,3.54
64840,Queens,Entire home,7.54
71003,Queens,Private room,1
78762,Queens,Private room,7.53
3203,Manhattan,Private room,2.47
39643,Manhattan,Private room,5.4
64305,Manhattan,Entire home,1.05
77744,Manhattan,Entire home,1
54810,Queens,Private room,4.43
