listing_id,arrondissement,room_type,stay_nights
75590,16e,Private room,5.5
94673,15e,Entire home,8.53
56968,9e,Private room,2.75
81516,5e,Private room,1.21
85945,5e,Private room,6.74
21089,1e,Private room,8.61
62481,16e,Private room,5.14
27390,16e,Private room,6.43
79691,16e,Private room,8.71
67049,9e,Entire home,5.12
35648,12e,Entire home,5.5
88876,10e,Private room,4.2
87595,18e,Private room,3.57
50931,12e,Entire home,14.12
43904,2e,Private room,2.85
52956,20e,Entire home,3.73
41205,15e,Entire home,3.0
38256,20e,Entire home,2.48
34492,16e,Entire home,1
10759,12e,Entire home,8.28
95140,13e,Entire home,11.16
39574,2e,Entire home,6.7
28001,2e,Entire home,6.75
92802,14e,Entire home,9.93
64976,5e,Private room,1.17
2038,18e,Entire home,1
40309,18e,Entire home,3.89
36786,8e,Entire home,7.42
11007,11e,Entire home,1.5
35781,17e,Entire home,3.56
85049,5e,Entire home,7.06
16043,13e,Private room,1.94
11724,14e,Entire home,7.77
18996,8e,Entire home,1
35852,3e,Entire home,7.27
32557,8e,Entire home,6.99
65439,12e,Shared room,6.47
67560,13e,Entire home,9.93
99869,18e,Private room,7.26
80088,14e,Entire home,5.23
47785,4e,Entire home,9.73
58791,13e,Entire home,2.89
17014,3e,Entire home,6.32
17409,16e,Entire home,1.84
7204,11e,Entire home,1
80993,16e,Entire home,7.7
95667,6e,Private room,1
67012,14e,Shared room,1.93
86343,4e,Shared room,2.76
27153,16e,Entire home,7.55
91034,2e,Entire home,5.55
79807,4e,Entire home,9.26
22185,8e,Private room,9.34
37058,19e,Entire home,8.92
24020,5e,Entire home,6.49
66907,14e,Private room,7.79
21372,9e,Entire home,3.56
56526,6e,Private room,6.21
75573,1e,Private room,6.32
94072,15e,Shared room,4.05
24515,16e,Private room,7.48
29682,13e,Entire home,6.78
77919,7e,Private room,6.41
50271,3e,Private room,7.11
13699,20e,Private room,5.27
43451,8e,Private room,5.59
22632,1e,Private room,6.32
44568,4e,Entire home,1.84
87134,17e,Entire home,9.72
48840,4e,Entire home,3.67
40298,19e,Entire home,4.46
6882,12e,Private room,13.88
94331,3e,Entire home,11.94
93998,17e,Shared room,7.56
3076,3e,Private room,2.9
59822,12e,Private room,7.27
61424,11e,Entire home,6.87
68749,9e,Entire home,10.75
53500,10e,Private room,5.33
50664,16e,Entire home,5.29
41953,18e,Entire home,11.7
41597,20e,Entire home,5.11
79721,12e,Private room,7.91
12017,11e,Entire home,10.03
28145,4e,Entire home,1.32
84985,3e,Entire home,7.9
2943,20e,Private room,3.6
94082,1e,Private room,8.87
22132,13e,Entire home,6.42
93071,16e,Entire home,7.74
9170,9e,Entire home,8.82
12051,8e,Entire home,13.28
82360,6e,Entire home,3.25
19519,11e,Entire home,10.87
29322,7e,Entire home,10.6
20253,13e,Entire home,4.15
91378,2e,Entire home,6.47
17986,15e,Private room,6.22
20439,1e,Private room,1.64
75770,10e,Private room,5.11
75361,12e,Entire home,6.75
42255,10e,Entire home,6.88
23259,8e,Private room,9.1
69189,2e,Entire home,9.99
70476,19e,Entire home,16.73
71059,12e,Entire home,11.51
76233,1e,Entire home,1
74748,10e,Entire home,10.75
22080,12e,Private room,4.73
59346,10e,Private room,5.57
2186,14e,Private room,1
80743,17e,Private room,4.48
63061,15e,Private room,6.01
18174,15e,Private room,7.09
71818,16e,Private room,4.08
86523,9e,Entire home,10.16
5049,7e,Entire home,4.99
20975,8e,Entire home,16.66
83286,3e,Entire home,5.93
60360,9e,Private room,4.31
71429,16e,Entire home,3.83
36104,19e,Private room,6.19
72642,13e,Private room,7.56
27482,2e,Private room,5.96
90673,9e,Entire home,8.02
96811,17e,Private room,3.38
68182,12e,Entire home,2.29
96517,3e,Entire home,4.1
38985,1e,Entire home,5.83
22375,5e,Entire home,6.63
35493,14e,Entire home,7.93
4970,10e,Private room,4.61
79511,15e,Entire home,8.38
34221,6e,Private room,5.55
51965,2e,Entire home,8.7
80532,20e,Private room,7.59
54420,10e,Private room,10.34
66464,14e,Entire home,5.89
3187,3e,Private room,4.59
42682,2e,Entire home,1
60302,17e,Entire home,4.37
22991,6e,Entire home,4.22
95976,20e,Private room,2.54
67760,17e,Entire home,5.58
42146,14e,Entire home,4.48
99465,4e,Entire home,6.89
61686,12e,Private room,6.88
67794,5e,Entire home,7.83
66343,13e,Shared room,2.99
21512,17e,Entire home,8.01
57955,13e,Private room,5.32
18894,9e,Entire home,4.95
30084,18e,Private room,3.95
52909,15e,Entire home,9.09
87158,2e,Private room,2.14
53326,8e,Entire home,10.09
7407,16e,Private room,2.35
26808,13e,Private room,8.29
89394,1e,Entire home,9.01
60663,4e,Private room,3.22
43748,9e,Entire home,8.61
52330,19e,Private room,8.82
70749,1e,Entire home,4.92
8466,1e,Entire home,6.76
58108,14e,Entire home,8.55
21792,20e,Entire home,9.58
51552,4e,Private room,1
89092,6e,Private room,2.17
38642,16e,Shared room,1
90730,16e,Private room,3.12
99532,20e,Entire home,1
27175,12e,Entire home,8.66
61834,19e,Private room,4.34
39889,13e,Private room,10.5
23726,5e,Shared room,6.77
62682,20e,Entire home,5.73
22887,12e,Entire home,8.9
29589,8e,Entire home,5.31
81365,13e,Entire home,10.65
44582,10e,Entire home,6.7
43119,1e,Private room,6.76
16607,8e,Private room,9.3
70191,9e,Private room,2.16
44404,9e,Entire home,6.89
94258,7e,Entire home,9.86
76288,10e,Entire home,4.89
36008,4e,Entire home,5.86
20825,8e,Private room,4.22
30914,19e,Private room,8.7
35950,9e,Private room,7.32
82711,3e,Entire home,4.49
86078,20e,Private room,8.31
55189,12e,Private room,3.78
84859,6e,Entire home,5.08
67711,17e,Private room,7.15
62235,10e,Entire home,7.15
58832,13e,Private room,1
88091,8e,Entire home,10.44
1551,11e,Entire home,2.6
95264,13e,Private room,8.4
8669,17e,Entire home,1
26539,7e,Entire home,1
99781,13e,Entire home,6.74
9167,20e,Private room,1
18421,2e,Private room,3.04
31587,20e,Entire home,8.59
26410,10e,Entire home,8.99
11486,14e,Private room,1
85530,11e,Private room,5.96
19812,16e,Shared room,3.61
27797,12e,Entire home,5.15
83424,3e,Private room,9.34
28864,10e,Private room,5.27
79903,12e,Entire home,4.3
7057,12e,Entire home,8.91
80150,9e,Private room,1.03
75158,8e,Entire home,1
65078,6e,Entire home,4.09
27075,4e,Shared room,3.1
21071,13e,Entire home,3.98
18576,13e,Private room,1.44
97400,6e,Entire home,7.39
45685,12e,Entire home,8.0
43726,19e,Entire home,8.78
11119,2e,Private room,7.34
1057,17e,Entire home,9.51
61548,10e,Entire home,1.24
88882,17e,Entire home,4.14
29351,13e,Entire home,6.08
62993,13e,Entire home,5.77
27445,8e,Entire home,3.44
23115,19e,Private room,11.05
97764,5e,Entire home,9.87
15720,5e,Private room,6.78
36337,12e,Entire home,1.58
80274,10e,Private room,3.89
39195,1e,Private room,1
88153,7e,Private room,9.8
5600,17e,Private room,12.63
12634,17e,Entire home,8.31
31321,10e,Shared room,4.41
72766,16e,Private room,1
6126,2e,Entire home,12.49
55821,18e,Private room,6.89
66989,20e,Entire home,2.28
30830,12e,Private room,4.94
44657,9e,Entire home,3.77
22051,7e,Shared room,2.61
76202,18e,Entire home,5.77
80802,18e,Private room,5.17
24231,15e,Private room,4.96
98391,2e,Entire home,10.45
93086,5e,Entire home,3.97
40053,10e,Entire home,8.83
26584,5e,Entire home,3.7
84680,13e,Entire home,5.55
1314,19e,Entire home,6.09
64494,4e,Entire home,12.71
12333,11e,Entire home,5.59
80983,15e,Entire home,6.43
64118,19e,Private room,4.89
19184,13e,Private room,6.13
32750,7e,Shared room,1
39485,12e,Entire home,3.64
51533,2e,Entire home,11.43
73352,4e,Entire home,7.17
32914,1e,Entire home,10.23
87827,18e,Private room,3.4
84302,4e,Entire home,6.04
19474,20e,Entire home,7.54
5061,5e,Private room,7.57
21797,4e,Entire home,6.26
20323,6e,Shared room,3.83
33803,13e,Entire home,4.87
57971,2e,Entire home,3.96
98693,2e,Private room,6.02
68140,10e,Entire home,7.45
50188,11e,Entire home,12.21
61664,8e,Entire home,1.1
20878,8e,Entire home,8.6
21219,5e,Private room,5.28
48534,14e,Private room,8.39
51092,7e,Entire home,12.3
47764,19e,Entire home,7.16
42515,14e,Entire home,6.08
85792,15e,Private room,4.17
28406,3e,Entire home,6.09
16390,17e,Shared room,1
99563,20e,Entire home,7.79
93529,18e,Entire home,7.27
42593,8e,Entire home,7.67
87892,10e,Private room,5.27
69770,3e,Private room,5.36
71722,4e,Private room,1
7136,10e,Private room,2.82
83050,12e,Private room,7.24
52028,11e,Entire home,1
49184,17e,Entire home,8.36
51153,15e,Entire home,1
4634,16e,Entire home,7.46
17244,16e,Private room,4.44
59267,8e,Entire home,2.5
7359,16e,Entire home,8.61
97840,7e,Entire home,6.76
77303,20e,Shared room,6.71
92660,19e,Entire home,8.3
40852,4e,Private room,4.7
91401,19e,Private room,7.22
27912,2e,Entire home,7.0
56380,7e,Entire home,7.01
33541,3e,Entire home,2.44
8727,11e,Private room,5.15
21114,10e,Entire home,7.11
91809,5e,Private room,8.7
58105,16e,Entire home,7.31
15615,19e,Entire home,5.31
43104,7e,Private room,4.4
26468,20e,Entire home,5.11
48715,5e,Private room,10.49
15138,14e,Entire home,9.33
39425,16e,Shared room,3.1
14420,9e,Entire home,4.86
83324,8e,Private room,1
49443,16e,Shared room,4.27
95089,7e,Entire home,3.42
8633,19e,Private room,3.58
72830,17e,Entire home,9.34
74202,11e,Private room,5.07
28257,1e,Entire home,4.79
46909,17e,Entire home,6.49
77365,3e,Entire home,11.28
44261,3e,Private room,6.45
21058,5e,Private room,1.62
17530,3e,Entire home,8.62
55771,19e,Entire home,7.41
63245,9e,Private room,5.42
61888,18e,Entire home,5.37
49407,4e,Entire home,6.94
96681,18e,Private room,5.29
81374,9e,Entire home,7.24
60394,13e,Entire home,8.29
14721,14e,Private room,1
59638,5e,Entire home,9.3
85775,11e,Private room,1
33841,13e,Private room,8.52
95073,11e,Private room,1
36903,9e,Entire home,5.87
65257,17e,Private room,3.23
4150,6e,Entire home,6.85
36677,7e,Private room,1
65173,8e,Entire home,10.84
88169,17e,Entire home,11.49
69233,8e,Entire home,3.9
15139,19e,Private room,3.94
70855,11e,Private room,8.0
67237,13e,Private room,8.17
65841,6e,Private room,3.04
2846,13e,Private room,3.91
17122,15e,Private room,6.46
7013,2e,Entire home,4.1
64294,4e,Private room,2.49
94602,5e,Private room,5.77
6467,12e,Entire home,4.98
13546,11e,Entire home,6.0
41772,9e,Private room,6.65
81805,17e,Private room,7.21
10629,4e,Private room,1
22085,18e,Entire home,8.77
14213,3e,Shared room,4.82
29145,2e,Private room,7.74
23176,14e,Entire home,5.83
19234,9e,Entire home,7.64
92510,8e,Entire home,9.15
43642,9e,Entire home,2.42
68087,4e,Private room,7.33
64592,3e,Entire home,9.43
55668,8e,Entire home,6.96
37440,3e,Entire home,2.59
62430,10e,Private room,1
87705,8e,Private room,2.93
3749,6e,Entire home,4.12
75014,13e,Private room,9.08
58080,12e,Entire home,5.7
45222,18e,Private room,1
66254,14e,Entire home,6.58
77005,19e,Private room,1
64458,17e,Shared room,6.51
5134,7e,Entire home,10.37
70750,7e,Entire home,1
13504,6e,Entire home,9.58
33225,16e,Private room,1
92475,14e,Private room,6.24
81035,20e,Entire home,11.1
14367,4e,Private room,5.0
61301,17e,Private room,6.92
72349,1e,Private room,6.53
72088,1e,Private room,1.4
82064,1e,Entire home,8.49
27988,18e,Private room,3.54
34865,9e,Entire home,7.39
66526,4e,Entire home,9.03
27778,12e,Entire home,2.26
22516,18e,Entire home,3.89
43612,14e,Private room,5.01
24111,14e,Private room,5.77
86936,4e,Private room,3.56
87484,2e,Private room,6.88
50589,4e,Entire home,12.31
54617,10e,Entire home,9.27
23748,14e,Private room,1
83660,2e,Entire home,8.38
39331,10e,Entire home,5.03
11993,3e,Private room,2.67
52327,16e,Entire home,11.63
45375,2e,Private room,1
35330,9e,Shared room,3.61
85663,4e,Entire home,1
27998,3e,Private room,1.22
42044,13e,Entire home,3.85
38238,12e,Shared room,2.58
6122,13e,Entire home,9.48
46379,9e,Entire home,6.75
59776,16e,Private room,1.46
23530,6e,Entire home,11.08
7333,12e,Entire home,9.57
94595,4e,Entire home,11.33
83295,14e,Private room,6.41
16915,14e,Entire home,8.01
78208,4e,Entire home,7.68
42639,20e,Private room,7.88
82516,17e,Private room,3.29
76420,14e,Entire home,7.95
66312,17e,Shared room,7.26
41907,2e,Entire home,16.93
24218,16e,Entire home,9.41
18021,2e,Entire home,6.25
70949,11e,Entire home,2.5
52124,1e,Private room,3.22
89357,7e,Entire home,9.28
13706,9e,Entire home,8.71
83680,13e,Entire home,4.88
11742,10e,Entire home,3.14
1205,7e,Entire home,9.02
53529,14e,Entire home,4.78
97617,10e,Entire home,10.01
53297,15e,Entire home,6.84
77476,8e,Private room,8.24
39160,17e,Entire home,1.98
4362,2e,Private room,12.17
82117,7e,Entire home,5.45
38678,16e,Private room,11.76
46157,17e,Entire home,7.32
13728,13e,Entire home,4.85
55544,3e,Entire home,6.09
59240,4e,Entire home,8.17
20366,8e,Private room,1
9403,13e,Private room,11.06
52633,3e,Private room,1.73
74835,20e,Private room,7.73
14564,20e,Shared room,1.87
60686,1e,Entire home,7.13
4853,18e,Entire home,1.14
73842,11e,Shared room,5.74
11037,20e,Entire home,1
38370,20e,Private room,2.01
49312,14e,Private room,6.6
58955,14e,Private room,5.91
29400,4e,Private room,2.01
93199,4e,Entire home,5.73
90200,12e,Entire home,10.57
67283,1e,Private room,6.09
60341,18e,Entire home,5.47
63113,13e,Private room,9.39
49618,9e,Entire home,1
73174,4e,Entire home,11.13
21284,4e,Entire home,8.92
88618,3e,Shared room,5.09
87310,6e,Entire home,2.09
8710,5e,Entire home,8.35
35445,18e,Entire home,10.76
11370,5e,Entire home,2.61
42223,6e,Private room,4.76
90673,11e,Private room,3.59
57618,2e,Entire home,3.24
9036,13e,Private room,2.54
64281,4e,Entire home,8.79
50562,11e,Shared room,1
42479,20e,Entire home,6.84
81529,15e,Private room,2.74
3833,17e,Private room,3.74
74980,4e,Entire home,3.73
91316,13e,Entire home,1
95749,10e,Entire home,9.36
77523,9e,Entire home,3.29
84388,13e,Entire home,5.63
2732,11e,Entire home,3.84
78946,13e,Entire home,2.3
3262,20e,Private room,8.74
15822,6e,Private room,6.7
98936,11e,Entire home,1
14383,19e,Entire home,13.99
42566,11e,Entire home,8.26
36501,15e,Entire home,5.54
1825,20e,Shared room,5.79
83475,12e,Entire home,9.52
26760,2e,Entire home,14.38
63690,16e,Private room,1.48
5869,5e,Private room,6.26
61144,19e,Private room,4.13
44565,20e,Entire home,7.11
23361,7e,Entire home,10.37
11367,11e,Private room,7.37
58572,11e,Entire home,8.02
44955,10e,Private room,15.62
25942,19e,Entire home,4.24
17897,2e,Entire home,5.37
13954,15e,Entire home,2.43
32412,16e,Entire home,12.0
79252,17e,Entire home,5.61
81406,16e,Private room,5.93
17841,9e,Private room,7.01
71300,8e,Entire home,9.91
58344,19e,Entire home,5.09
55375,15e,Entire home,3.46
50520,14e,Entire home,5.32
13141,13e,Entire home,10.44
44563,14e,Entire home,2.65
24051,6e,Private room,3.82
8913,2e,Private room,2.5
90031,10e,Shared room,4.95
17156,15e,Entire home,4.66
29904,9e,Private room,4.99
18200,18e,Entire home,11.78
25021,15e,Entire home,8.54
22771,12e,Entire home,11.58
19091,18e,Entire home,4.91
84646,13e,Entire home,5.53
5945,20e,Entire home,7.11
94782,6e,Shared room,4.13
54706,20e,Private room,6.11
28677,2e,Entire home,5.11
26305,3e,Entire home,12.63
54281,3e,Private room,7.19
56073,11e,Shared room,1
90876,8e,Entire home,12.43
91386,2e,Shared room,5.59
44948,13e,Entire home,5.76
28854,6e,Shared room,1
19563,6e,Entire home,10.96
14065,20e,Private room,3.43
54873,11e,Entire home,7.24
55479,3e,Entire home,8.23
71384,17e,Entire home,5.26
21830,18e,Shared room,5.0
52544,20e,Private room,1.67
47181,7e,Entire home,9.24
17496,13e,Entire home,6.03
42561,15e,Entire home,7.74
22655,18e,Entire home,8.22
4656,3e,Entire home,7.87
39628,5e,Entire home,1
93362,17e,Entire home,2.99
43331,1e,Private room,3.89
7024,18e,Private room,5.47
68973,9e,Entire home,2.78
30081,1e,Private room,1
95348,9e,Private room,6.0
20725,3e,Private room,1
86460,17e,Entire home,8.63
53564,17e,Entire home,2.86
42202,18e,Entire home,5.34
86215,4e,Entire home,11.29
77214,14e,Entire home,5.22
20185,16e,Private room,5.62
18095,4e,Private room,7.02
33832,15e,Private room,6.16
65279,17e,Entire home,7.82
7552,7e,Private room,1
41627,9e,Entire home,1.29
31453,18e,Private room,4.78
41084,2e,Entire home,7.84
45752,1e,Entire home,8.65
90574,1e,Entire home,6.74
93752,2e,Entire home,4.74
24193,11e,Private room,4.6
32255,19e,Private room,5.54
38157,11e,Private room,4.55
16917,13e,Private room,7.25
71051,20e,Entire home,14.89
57888,16e,Entire home,9.34
28063,8e,Entire home,11.57
96593,6e,Private room,3.38
29932,10e,Private room,4.36
86449,4e,Entire home,10.81
14289,15e,Entire home,7.43
99520,19e,Private room,5.85
58618,4e,Private room,7.7
85086,13e,Entire home,5.36
58254,20e,Shared room,1
21633,10e,Entire home,9.11
31034,8e,Private room,4.94
46874,16e,Private room,6.39
57636,9e,Entire home,2.32
49103,18e,Entire home,10.93
19243,8e,Private room,3.95
20306,8e,Private room,2.56
78123,19e,Private room,6.01
59498,18e,Private room,3.01
64915,9e,Private room,7.48
31982,17e,Entire home,4.84
71722,20e,Private room,8.03
40206,6e,Private room,2.77
70720,18e,Entire home,11.01
75095,9e,Entire home,14.67
82963,1e,Entire home,7.73
36754,4e,Entire home,5.11
26660,17e,Private room,8.83
8884,9e,Entire home,8.74
40974,17e,Private room,4.45
69356,20e,Entire home,5.76
99961,7e,Entire home,4.22
20039,16e,Private room,2.78
65569,14e,Entire home,6.43
81713,18e,Entire home,10.23
52965,10e,Shared room,3.51
53675,12e,Entire home,11.87
70921,9e,Entire home,4.4
87290,14e,Entire home,4.27
79267,13e,Entire home,3.94
1983,19e,Private room,1.71
77794,17e,Entire home,4.49
38462,6e,Private room,3.76
43000,14e,Entire home,7.53
8516,2e,Entire home,7.39
13668,10e,Private room,2.54
47008,11e,Private room,7.75
70766,10e,Entire home,7.24
68988,5e,Entire home,5.55
87601,13e,Private room,6.71
28873,9e,Private room,4.35
55892,16e,Private room,5.53
47132,4e,Entire home,5.46
65840,4e,Entire home,6.64
74442,10e,Private room,5.06
75912,15e,Entire home,7.84
67280,15e,Entire home,3.98
25743,20e,Entire home,4.48
89357,17e,Private room,8.65
29359,9e,Private room,8.43
25648,16e,Private room,4.18
45220,19e,Entire home,4.45
13951,7e,Private room,6.98
90487,8e,Entire home,3.15
71905,18e,Entire home,6.71
95807,5e,Entire home,6.59
5777,13e,Private room,3.87
66364,5e,Entire home,2.1
62972,4e,Private room,3.89
37590,19e,Private room,2.34
24797,18e,Private room,3.19
35185,10e,Shared room,3.15
28634,6e,Private room,6.24
8063,15e,Private room,5.17
35634,15e,Entire home,3.88
36359,17e,Private room,6.49
17936,5e,Private room,4.16
73167,9e,Entire home,9.05
98354,17e,Private room,1.52
38597,17e,Entire home,7.78
83091,8e,Private room,10.6
53917,1e,Entire home,6.26
38793,20e,Entire home,2.77
96861,14e,Entire home,9.85
44467,16e,Entire home,8.38
38050,18e,Entire home,4.79
57091,13e,Entire home,9.74
41598,13e,Private room,4.52
82468,13e,Entire home,1
21748,20e,Entire home,5.14
60443,12e,Entire home,5.79
24519,7e,Private room,5.65
26723,18e,Entire home,9.79
6626,19e,Entire home,4.92
25752,5e,Entire home,11.98
88348,5e,Private room,1.97
59946,1e,Private room,1
15982,10e,Private room,1
44311,3e,Entire home,8.79
82160,10e,Private room,12.36
42534,13e,Entire home,5.59
36685,13e,Private room,12.11
21255,17e,Private room,8.02
76461,16e,Shared room,3.55
24727,1e,Entire home,1
34252,3e,Entire home,6.71
15034,9e,Entire home,4.25
30977,17e,Entire home,9.76
87437,5e,Entire home,5.38
96009,17e,Entire home,5.72
72032,2e,Private room,7.93
55900,17e,Private room,4.6
79711,20e,Private room,4.44
73224,13e,Entire home,6.82
59380,8e,Private room,6.15
49302,20e,Private room,2.81
40614,16e,Private room,3.07
67265,1e,Private room,8.76
12375,3e,Private room,1
8850,15e,Entire home,9.47
26247,13e,Entire home,8.19
74074,6e,Private room,2.51
6269,7e,Entire home,5.55
88813,2e,Entire home,5.67
31190,16e,Private room,4.04
80526,12e,Entire home,7.68
74607,18e,Entire home,4.19
79170,1e,Private room,6.89
22607,3e,Entire home,1.21
32377,7e,Entire home,4.43
79958,18e,Private room,7.01
99007,2e,Entire home,5.14
44843,16e,Private room,1.71
22155,9e,Entire home,10.02
7966,10e,Entire home,6.01
11552,2e,Entire home,2.55
26981,3e,Entire home,3.4
70694,4e,Private room,3.92
49661,7e,Entire home,9.1
34270,5e,Entire home,8.67
58520,3e,Entire home,5.59
19402,8e,Entire home,7.78
8372,5e,Entire home,5.19
74813,11e,Private room,6.77
42263,1e,Private room,6.79
24525,10e,Private room,4.12
13124,8e,Private room,14.09
23937,17e,Entire home,4.42
43602,4e,Entire home,8.89
19285,3e,Shared room,3.28
87184,4e,Private room,8.49
75033,19e,Private room,11.18
56457,4e,Private room,6.9
10026,17e,Entire home,5.39
52751,14e,Private room,1
44080,20e,Entire home,7.78
14889,20e,Private room,5.48
79033,2e,Private room,3.53
62799,12e,Entire home,4.57
90389,2e,Entire home,2.89
97877,17e,Private room,4.58
96608,6e,Entire home,8.36
2229,15e,Entire home,8.91
82868,1e,Entire home,5.3
53429,2e,Private room,1
80365,5e,Entire home,2.81
25776,19e,Entire home,1.64
96522,3e,Entire home,7.1
38047,16e,Entire home,14.24
67717,18e,Private room,8.39
10283,7e,Entire home,7.76
66972,20e,Private room,10.76
63945,18e,Entire home,7.36
35122,12e,Private room,2.97
7268,3e,Private room,1.79
31611,5e,Entire home,3.47
14482,19e,Entire home,10.62
79396,4e,Private room,5.09
24246,13e,Shared room,3.49
31994,4e,Entire home,9.46
10399,7e,Entire home,2.53
22016,6e,Entire home,1.98
75280,5e,Private room,6.77
60880,15e,Entire home,12.59
26435,4e,Entire home,4.79
6172,3e,Entire home,6.25
94081,10e,Private room,2.35
20526,10e,Private room,4.96
93788,18e,Entire home,5.48
6283,15e,Private room,1
5721,14e,Entire home,8.4
99564,9e,Entire home,4.45
38028,9e,Entire home,5.75
95813,15e,Entire home,5.45
87142,7e,Private room,2.56
96237,10e,Shared room,5.21
60977,5e,Private room,1
77668,16e,Private room,6.92
14601,13e,Entire home,2.91
31897,1e,Entire home,7.82
1637,10e,Entire home,1
93006,14e,Private room,2.26
69301,14e,Entire home,2.45
64446,10e,Private room,2.06
3548,19e,Entire home,6.29
70562,14e,Private room,2.53
82078,17e,Entire home,10.97
33462,12e,Entire home,10.69
45305,4e,Entire home,2.09
87639,16e,Private room,5.23
9645,4e,Private room,8.36
57264,12e,Entire home,3.07
11757,16e,Private room,9.52
87665,9e,Entire home,5.89
76327,13e,Private room,10.27
47945,9e,Private room,9.43
35206,9e,Entire home,1.8
3732,20e,Entire home,14.47
74172,6e,Entire home,4.73
5107,10e,Private room,7.26
99764,1e,Private room,2.19
79836,13e,Entire home,9.55
26765,17e,Entire home,12.7
44472,20e,Entire home,6.74
58590,2e,Entire home,8.27
29125,4e,Private room,7.05
18028,18e,Entire home,3.42
18498,10e,Shared room,5.25
36123,19e,Private room,1.0
32410,10e,Private room,4.96
79700,6e,Private room,2.07
6877,8e,Entire home,2.88
61712,4e,Entire home,2.26
76741,16e,Entire home,6.53
25464,18e,Private room,3.53
75433,7e,Private room,5.23
66095,2e,Private room,7.67
75946,5e,Private room,6.57
12794,4e,Private room,6.74
59639,9e,Private room,8.33
30424,9e,Entire home,7.29
66783,12e,Entire home,7.89
73595,6e,Entire home,10.62
38397,20e,Private room,3.63
19430,17e,Private room,3.8
7549,6e,Entire home,9.39
90114,6e,Entire home,8.06
68926,6e,Private room,4.42
39251,4e,Entire home,10.43
13887,2e,Entire home,1
69457,4e,Shared room,3.21
48868,18e,Entire home,8.88
83689,14e,Entire home,13.02
74700,17e,Entire home,10.84
95140,7e,Entire home,11.47
19345,20e,Private room,1
51795,11e,Entire home,3.95
72394,6e,Entire home,2.29
68343,4e,Entire home,5.29
99884,11e,Entire home,7.38
84708,12e,Entire home,5.44
63223,20e,Entire home,10.55
40837,17e,Entire home,2.09
52214,12e,Entire home,3.49
95206,7e,Entire home,5.32
13417,4e,Entire home,7.49
82046,7e,Private room,2.9
37495,10e,Entire home,7.58
22244,7e,Private room,5.74
98968,3e,Private room,7.66
49576,8e,Entire home,7.97
1208,6e,Entire home,4.87
34769,3e,Private room,4.33
90395,17e,Private room,6.22
58288,1e,Private room,5.36
86456,15e,Entire home,7.78
6679,9e,Private room,4.93
59314,16e,Private room,6.51
26785,12e,Private room,1
75864,2e,Shared room,2.34
62111,6e,Entire home,6.41
40691,16e,Entire home,8.24
95823,8e,Entire home,8.02
36724,18e,Entire home,4.88
39814,4e,Private room,6.33
85929,5e,Entire home,1
52747,10e,Entire home,7.93
90286,17e,Private room,4.0
22225,6e,Entire home,3.52
14633,9e,Private room,2.28
85454,9e,Private room,4.57
13670,16e,Private room,3.44
54162,13e,Entire home,11.33
58789,8e,Entire home,12.59
51096,6e,Private room,5.12
4170,11e,Entire home,1
32630,5e,Entire home,2.52
48624,15e,Entire home,6.52
99902,12e,Entire home,11.05
42723,14e,Private room,1
97336,4e,Entire home,4.34
68041,19e,Private room,6.75
27764,13e,Shared room,3.47
20304,10e,Private room,9.04
87304,12e,Entire home,3.64
85934,17e,Entire home,2.18
34856,20e,Entire home,2.76
45597,6e,Entire home,14.25
11095,9e,Private room,8.03
81633,18e,Entire home,5.13
11751,20e,Entire home,5.85
15255,11e,Private room,4.53
60710,16e,Private room,2.99
65475,18e,Entire home,1.68
86102,19e,Entire home,5.46
90270,4e,Entire home,12.77
83917,19e,Private room,3.63
8834,3e,Entire home,7.24
15788,13e,Entire home,9.95
95951,14e,Entire home,5.14
15507,17e,Entire home,3.92
53585,14e,Private room,4.86
75714,7e,Private room,7.68
92306,18e,Entire home,5.66
23683,10e,Entire home,6.92
31746,9e,Private room,1
88209,15e,Entire home,7.68
81497,14e,Entire home,1
26960,3e,Entire home,8.11
96976,17e,Entire home,4.81
7185,13e,Entire home,13.64
67979,6e,Shared room,1.7
53235,6e,Private room,4.31
21893,11e,Entire home,8.24
78213,11e,Entire home,9.41
35657,3e,Entire home,8.57
88766,17e,Entire home,1.39
18810,9e,Entire home,8.52
23814,5e,Shared room,4.76
51196,11e,Entire home,11.23
43450,18e,Private room,6.63
93166,11e,Entire home,11.96
35031,17e,Private room,3.44
63377,17e,Entire home,3.47
76433,10e,Entire home,1
96721,8e,Entire home,3.14
59381,17e,Entire home,12.53
88017,20e,Private room,2.96
83579,2e,Entire home,9.77
66365,15e,Entire home,7.45
10094,14e,Private room,3.2
69110,13e,Entire home,6.37
49947,12e,Entire home,7.06
51656,19e,Shared room,2.05
21421,6e,Entire home,11.75
45954,7e,Entire home,10.87
48225,15e,Private room,5.13
3244,19e,Entire home,5.06
37342,16e,Entire home,12.34
75589,8e,Private room,1
19060,6e,Private room,6.65
7862,10e,Shared room,3.08
31718,12e,Entire home,5.08
17768,16e,Entire home,7.13
21097,2e,Entire home,4.86
78622,2e,Entire home,8.08
53921,6e,Entire home,3.9
29289,15e,Entire home,10.08
98184,4e,Private room,1
67192,18e,Private room,10.42
30734,16e,Entire home,1.26
4142,2e,Entire home,7.81
9084,15e,Private room,5.47
13770,14e,Private room,5.09
40505,13e,Entire home,11.58
62776,10e,Private room,5.19
